OTU	kingdom	phylum	class	order	family	genus	species	n	score	SH_species	SH_gb_acc	SH_sh_acc	SH_type	identity	coverage	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	unite_db_version	date_assigned
ITSall_OTUb_7076	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	3	1	Exophiala_nigra	KY115191	SH1529618.08FU	refs	0.919075144508671	0.971098265895954	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7256	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Microsporomycetaceae	NA	NA	3	1	Microsporomycetaceae_sp	MK491225	SH2595900.08FU	reps_singleton	0.939698492462312	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7468	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	1	1	Chaetothyriales_sp	MN218810	SH2714890.08FU	reps	0.915254237288136	0.988700564971751	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7634	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	NA	NA	4	1	Teichospora_grandicipis	JN712456	SH1552785.08FU	reps	0.921052631578947	0.960526315789474	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in plant material (Jaklitsch et al. 2016)	Jaklitsch WM,et al. 2016. Mycological Progress 15:e31 ((https://doi.org/10.1007/s11557-016-1171-2))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7659	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	NA	NA	6	0.857142857142857	Talaromyces_ptychoconidium	FJ160266	SH1516186.08FU	refs	0.94047619047619	0.970238095238095	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7664	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA	1	1	Venturiaceae_sp	DQ914735	SH1178564.08FU	reps_singleton	0.918367346938776	0.986394557823129	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7790	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	NA	NA	4	0.666666666666667	Fungi_sp	GQ851885	SH1215494.08FU	reps_singleton	1	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7794	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA	13	1	Alternaria_alternata	KF465761	SH2179670.08FU	refs	0.926174496644295	0.993288590604027	Pathotroph-Saprotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7830	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	NA	NA	8	0.888888888888889	Hyaloscyphaceae_sp	JX317129	SH1522928.08FU	refs	0.965277777777778	1	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on woody and herbaceous material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_7954	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	NA	NA	1	1	Agaricomycetes_sp	JF439517	SH1244245.08FU	reps_singleton	0.96039603960396	1	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_8261	Fungi	Basidiomycota	Pucciniomycetes	Septobasidiales	Septobasidiaceae	NA	NA	1	1	Pucciniomycetes_sp	MH005887	SH2592470.08FU	reps_singleton	0.976958525345622	0.990783410138249	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_8838	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA	1	1	Fungi_sp	UDB0556796	SH1507845.08FU	reps	0.941176470588235	0.982352941176471	Pathotroph-Saprotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_1067	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	NA	NA	3	1	Clitopilus_hobsonii	MT032481	SH1574433.08FU	reps	0.938144329896907	0.95360824742268	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	Saprobic or ectomycorrhizal, in both broadleaved and coniferous forests; a few species associated with other substrata such as dung and mosses (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); List compiled by John Plischke III ((http://home.comcast.net/~grifola/fungionfungi.pdf))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_1307	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	2	1	Herpotrichiellaceae_sp	EF373584	SH1507107.08FU	reps	0.910828025477707	0.936305732484076	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_1331	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriomycetidae_ord_Incertae_sedis	Chaetothyriomycetidae_fam_Incertae_sedis	NA	NA	1	1	Bonordeniella_aspera	MH855604	SH2592209.08FU	reps_singleton	0.941558441558442	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_1347	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	NA	NA	1	1	Genolevuria_sp	MN128412	SH2595814.08FU	reps_singleton	0.906593406593407	0.978021978021978	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_146	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	NA	NA	1	1	Genolevuria_sp	KM104076	SH1160448.08FU	reps_singleton	0.924324324324324	0.994594594594595	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_1640	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	NA	NA	1	1	Bullera_sp	DQ294954	SH2588035.08FU	reps_singleton	0.93010752688172	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_1855	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	NA	NA	7	0.875	Phialemoniopsis_cornearis	HE599284	SH1541594.08FU	refs	0.948051948051948	0.993506493506494	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_1887	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	NA	NA	7	1	Sordariomycetes_sp	KU144596	SH1189394.08FU	reps_singleton	0.937888198757764	0.962732919254658	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_1992	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA	18	1	Ceratobasidiaceae_sp	GQ405544	SH1554529.08FU	reps	0.941176470588235	0.981900452488688	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_2006	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	NA	NA	4	1	Sebacinaceae_sp	JN704835	SH1177965.08FU	reps_singleton	0.930851063829787	1	Symbiotroph	Ectomycorrhizal	Probable	Coralloid	NULL	Terrestrial forming mycorrhizas with a wide range of plants including orchids, Ericaceae and liverworts as well as ectomycorrhizas with conifers and angiosperm trees (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_2071	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	NA	NA	5	0.833333333333333	Keissleriella_trichophoricola	KJ869113	SH1734482.08FU	refs_singleton	0.927631578947368	0.960526315789474	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_2154	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	NA	NA	1	1	Cryptodiscus_microstomus	FJ904676	SH1168420.08FU	reps_singleton	0.910828025477707	0.980891719745223	Symbiotroph	Lichenized-Wood Saprotroph	Probable	Microfungus-Thallus	NULL	Saprobic on wood and stems, a few species lichenized or lignicolous (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_2909	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	NA	NA	2	0.666666666666667	Fungi_sp	MF976739	SH1237204.08FU	reps_singleton	0.946666666666667	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_357	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA	2	1	Psathyrellaceae_sp	GQ999234	SH1566188.08FU	reps	0.936893203883495	0.966019417475728	Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Probable	Agaricoid	NULL	Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA	31	0.775	Pleosporales_sp	KP843441	SH1186305.08FU	reps_singleton	1	1	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUc_612	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	NA	NA	10	1	Diatrypaceae_sp	KX828166	SH1572213.08FU	reps	0.980645161290323	1	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Saprobes and (usually) weak parasites in wood and bark (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_1008	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	NA	NA	3	1	Ascomycota_sp	KX908619	SH1613291.08FU	reps	0.948387096774194	0.974193548387097	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic or necrotrophic on herbaceous and woody stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_1520	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	NA	NA	3	1	Fungi_sp	UDB0353305	SH2738060.08FU	reps	0.912087912087912	0.983516483516483	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_165	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	NA	NA	4	0.8	Chaetophoma_sp	LS997560	SH2594371.08FU	reps_singleton	0.933333333333333	0.973333333333333	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_1990	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Sirobasidiaceae	NA	NA	1	1	Sirobasidiaceae_sp	MH185197	SH2706880.08FU	reps	0.935897435897436	0.974358974358974	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_2035	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA	NA	46	0.978723404255319	Pallidocercospora_heimii	AF309606	SH1577462.08FU	refs	1	1	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_3326	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA	1	1	Pleosporales_sp	KR909176	SH1647587.08FU	reps	0.986666666666667	1	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_3575	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	NA	NA	1	1	Eurotiales_sp	UDB0179593	SH2730133.08FU	reps	1	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_3982	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA	29	0.852941176470588	Paraphaeosphaeria_sp	UDB0755919	SH1525521.08FU	reps	0.98	0.993333333333333	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_4274	Fungi	Ascomycota	Dothideomycetes	Neocelosporiales	Neocelosporiaceae	NA	NA	1	1	Neocelosporium_eucalypti	MK047452	SH2593159.08FU	reps_singleton	0.925925925925926	0.975308641975309	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_4538	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	NA	NA	1	1	Helotiales_sp	FJ553787	SH1172258.08FU	reps_singleton	1	1	Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_4842	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	NA	NA	1	1	Eurotiales_sp	AB986366	SH1564669.08FU	reps	0.964285714285714	0.982142857142857	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_6632	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	21	1	Chaetothyriales_sp	DQ309133	SH1565772.08FU	refs	0.932926829268293	0.99390243902439	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_7198	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	10	1	Cladophialophora_sp	JQ347003	SH1160369.08FU	reps_singleton	0.907514450867052	0.988439306358382	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_7866	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	NA	NA	3	0.75	Ascomycota_sp	UDB0525474	SH1557241.08FU	reps	0.951724137931034	1	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on woody tissue and rotting vegetation, often isolated from soil (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_8224	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA	3	1	Orbilia_sp	KY419191	SH1238568.08FU	reps_singleton	0.907608695652174	0.983695652173913	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_8353	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA	2	1	Fungi_sp	UDB0701011	SH2748967.08FU	reps	0.986577181208054	0.993288590604027	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_8400	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA	2	1	Teratosphaeria_sp	KF269188	SH1521438.08FU	reps	0.923611111111111	0.986111111111111	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUd_8566	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	2	1	Herpotrichiellaceae_sp	KC222763	SH1143765.08FU	reps_singleton	0.920245398773006	0.98159509202454	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
